Rock Type,TiO2,Al2O3,FeO,MnO,CaO
PERIDOTITE,51.76,0.38,35.18,0.35,0.1
PERIDOTITE,3.61,10.61,6.78,0.06,11.13
PERIDOTITE,4.29,14.35,6.99,0.04,0.07
PERIDOTITE,1.0,2.13,4.55,0.08,22.29
PERIDOTITE,9.43,7.08,57.14,0.35,0.02
PERIDOTITE,7.65,8.07,42.94,0.33,0.01
PERIDOTITE,0.02,0.01,7.3,0.09,0.06
PERIDOTITE,0.02,0.01,7.3,0.09,0.06
PERIDOTITE,0.02,0.01,7.34,0.11,0.12
PERIDOTITE,0.02,0.01,7.34,0.11,0.12
PERIDOTITE,1.34,0.97,3.99,0.09,22.43
PERIDOTITE,1.34,0.97,3.99,0.09,22.43
PERIDOTITE,0.07,1.33,4.5,0.1,0.45
PERIDOTITE,0.07,1.33,4.5,0.1,0.45
DUNITE,0.04,0.01,13.44,0.14,0.07
DUNITE,0.31,1.6,8.03,0.15,0.86
DUNITE,1.89,1.88,4.97,0.08,22.1
DUNITE,0.01,0.03,13.39,0.16,0.06
DUNITE,0.37,1.24,3.85,0.08,20.56
DUNITE,0.03,0.02,12.7,0.16,0.07
DUNITE,0.51,0.96,3.75,0.09,20.76
PERIDOTITE,0.03,0.02,10.46,0.13,0.05
PERIDOTITE,0.17,1.56,6.41,0.13,0.29
PERIDOTITE,0.25,19.76,6.96,0.28,5.23
PERIDOTITE,0.43,2.71,3.82,0.11,16.92
PERIDOTITE,0.49,3.1,3.79,0.1,16.7
PERIDOTITE,0.01,0.07,5.75,0.1,0.16
PERIDOTITE,0.01,0.51,6.93,0.12,0.1
PERIDOTITE,0.32,31.24,13.24,0.15,0.02
DUNITE,0.02,0.01,12.93,0.16,0.07
DUNITE,6.17,7.52,33.81,0.26,0.04
DUNITE,0.03,0.03,13.21,0.15,0.07
PERIDOTITE,0.01,0.01,7.77,0.11,0.07
PERIDOTITE,0.03,1.71,4.99,0.13,0.28
PERIDOTITE,4.54,10.53,24.85,0.3,0.04
PERIDOTITE,0.15,3.48,2.93,0.11,19.74
PERIDOTITE,0.14,3.59,2.64,0.09,20.23
PERIDOTITE,0.18,32.51,13.86,0.16,0.02
PERIDOTITE,0.01,0.02,7.13,0.1,0.04
PERIDOTITE,0.03,0.61,4.43,0.12,0.31
PERIDOTITE,0.51,13.57,13.66,0.22,0.05
PERIDOTITE,2.02,31.65,11.77,0.11,0.01
PERIDOTITE,0.02,0.02,7.49,0.12,0.04
PERIDOTITE,0.07,2.78,4.74,0.1,0.63
PERIDOTITE,0.28,3.22,2.88,0.08,17.85
PERIDOTITE,0.35,3.37,2.29,0.08,20.3
PERIDOTITE,0.07,1.51,5.51,0.12,1.11
DUNITE,0.14,2.74,3.32,0.11,17.02
PERIDOTITE,0.01,0.01,6.88,0.1,0.03
PERIDOTITE,0.06,0.57,4.15,0.09,0.42
PERIDOTITE,0.44,1.93,2.17,0.06,19.35
PERIDOTITE,0.21,21.08,6.84,0.3,5.08
WEHRLITE,0.43,1.86,4.36,0.12,19.93
WEHRLITE,0.17,20.17,7.07,0.29,4.19
WEHRLITE,1.53,8.51,21.19,0.38,0.13
PERIDOTITE,0.01,0.01,7.97,0.11,0.03
PERIDOTITE,0.02,0.04,8.99,0.11,0.09
PERIDOTITE,0.16,1.42,4.97,0.11,0.67
PERIDOTITE,0.66,1.55,3.1,0.1,18.5
PERIDOTITE,83.71,0.04,5.19,0.05,0.04
PERIDOTITE,0.24,0.33,6.68,0.15,0.68
PERIDOTITE,0.11,0.7,5.32,0.61,0.57
PERIDOTITE,1.44,1.97,4.13,0.12,21.13
PERIDOTITE,7.89,12.17,5.9,0.06,0.24
PERIDOTITE,1.97,12.56,19.17,0.19,0.02
PERIDOTITE,0.03,0.02,7.42,0.19,0.05
PERIDOTITE,0.51,1.13,2.42,0.06,20.76
PERIDOTITE,0.17,1.53,4.43,0.09,0.69
PERIDOTITE,5.27,15.32,3.74,0.03,0.03
PERIDOTITE,0.04,0.02,12.33,0.16,0.07
PERIDOTITE,5.26,7.48,22.5,0.24,0.01
DUNITE,0.04,0.02,12.33,0.16,0.07
DUNITE,3.63,13.63,4.74,0.04,0.02
DUNITE,5.26,7.48,22.5,0.24,0.01
PERIDOTITE,0.01,0.02,8.99,0.12,0.06
PERIDOTITE,0.05,1.85,5.56,0.12,0.8
PERIDOTITE,1.12,14.79,3.1,0.03,0.02
PERIDOTITE,0.21,2.14,2.5,0.08,21.36
PERIDOTITE,0.04,0.83,4.29,0.1,0.3
PERIDOTITE,0.05,1.56,4.43,0.11,0.55
PERIDOTITE,0.74,19.91,23.57,0.54,0.14
PERIDOTITE,0.33,3.14,1.91,0.05,20.61
PERIDOTITE,0.15,4.48,2.28,0.09,18.52
PERIDOTITE,0.53,0.71,2.13,0.06,20.45
PERIDOTITE,2.61,2.63,18.41,0.22,0.06
PERIDOTITE,0.01,0.01,7.6,0.12,0.04
PERIDOTITE,0.03,1.57,4.67,0.1,0.36
PERIDOTITE,0.83,17.97,16.68,0.17,0.03
PERIDOTITE,0.53,2.21,2.97,0.1,19.78
PERIDOTITE,4.85,14.41,3.22,0.02,0.02
PERIDOTITE,0.81,14.82,16.7,0.24,0.06
PERIDOTITE,0.29,2.12,2.59,0.06,20.24
PERIDOTITE,0.01,0.04,7.36,0.11,0.07
PERIDOTITE,0.09,1.45,4.51,0.1,0.94
PERIDOTITE,0.26,18.16,6.34,0.26,1.92
PERIDOTITE,0.18,2.84,2.52,0.1,17.37
PERIDOTITE,0.29,20.28,5.78,0.25,5.04
PERIDOTITE,0.11,48.04,10.38,0.29,0.04
PERIDOTITE,0.11,0.72,4.92,0.13,0.63
PERIDOTITE,0.5,1.54,2.37,0.08,21.53
PERIDOTITE,1.08,10.61,16.45,0.21,0.03
PERIDOTITE,0.02,0.01,7.76,0.12,0.06
PERIDOTITE,0.14,0.84,4.63,0.12,0.53
PERIDOTITE,1.01,1.13,2.79,0.08,21.38
PERIDOTITE,3.59,10.35,16.81,0.21,0.01
PERIDOTITE,0.08,2.59,4.71,0.13,0.63
PERIDOTITE,0.06,3.19,4.97,0.12,0.83
PERIDOTITE,0.15,3.68,2.23,0.08,21.11
PERIDOTITE,0.35,30.1,12.66,0.04,0.01
PERIDOTITE,0.02,0.02,7.25,0.09,0.06
PERIDOTITE,0.02,0.03,5.1,0.08,0.17
PERIDOTITE,0.08,1.49,4.31,0.12,0.37
PERIDOTITE,5.9,14.06,3.27,0.02,0.01
PERIDOTITE,1.4,2.31,2.75,0.11,21.74
PERIDOTITE,1.75,21.41,14.19,0.19,0.01
PERIDOTITE,0.24,0.65,5.07,0.11,0.73
PERIDOTITE,0.87,1.83,2.66,0.08,19.81
PERIDOTITE,1.22,1.97,2.52,0.08,20.48
PERIDOTITE,5.15,13.6,2.92,0.02,0.02
PERIDOTITE,3.46,8.69,17.52,0.2,0.01
PERIDOTITE,0.03,0.03,9.79,0.12,0.05
PERIDOTITE,0.01,0.08,7.36,0.1,0.05
PERIDOTITE,0.22,1.61,5.79,0.11,0.78
PERIDOTITE,1.35,1.96,3.19,0.1,20.45
PERIDOTITE,4.74,13.4,22.95,0.3,0.03
PERIDOTITE,3.33,13.44,4.61,0.02,0.01
PERIDOTITE,0.07,18.26,6.01,0.33,4.74
PERIDOTITE,2.3,24.95,17.06,0.37,0.03
PERIDOTITE,0.23,43.75,11.92,0.3,0.04
PERIDOTITE,0.01,0.01,7.35,0.13,0.02
PERIDOTITE,0.53,3.88,2.72,0.07,21.24
PERIDOTITE,0.02,32.84,15.59,0.17,0.01
PERIDOTITE,0.01,0.01,7.7,0.12,0.08
PERIDOTITE,0.01,0.02,7.01,0.11,0.12
PERIDOTITE,0.0,0.94,4.85,0.09,0.29
PERIDOTITE,0.53,16.38,14.55,0.15,0.02
PERIDOTITE,0.39,2.82,2.61,0.08,19.65
PERIDOTITE,0.01,0.03,8.45,0.11,0.13
PERIDOTITE,0.04,1.66,5.11,0.12,1.37
PERIDOTITE,0.05,1.69,5.06,0.1,0.22
PERIDOTITE,0.19,19.93,6.11,0.25,4.77
PERIDOTITE,0.09,2.61,3.25,0.1,16.55
PERIDOTITE,0.01,0.01,7.49,0.11,0.05
PERIDOTITE,0.06,1.92,4.74,0.1,0.69
PERIDOTITE,0.99,16.68,14.63,0.19,0.01
PERIDOTITE,0.2,2.02,5.78,0.11,1.7
DUNITE,0.03,0.06,12.18,0.16,0.07
DUNITE,0.28,1.56,7.12,0.14,0.8
DUNITE,0.86,1.61,3.5,0.1,19.63
DUNITE,1.12,3.78,4.25,0.08,15.92
DUNITE,0.19,6.72,6.39,0.23,2.1
DUNITE,0.38,3.45,4.35,0.12,13.78
DUNITE,0.42,3.72,4.18,0.12,15.95
DUNITE,49.19,0.12,32.95,0.29,0.21
DUNITE,0.73,21.52,7.05,0.25,4.29
PERIDOTITE,0.02,0.05,8.49,0.12,0.11
PERIDOTITE,0.09,1.83,5.21,0.1,1.4
PERIDOTITE,0.18,2.92,3.52,0.1,16.01
PERIDOTITE,0.31,21.96,6.44,0.24,3.27
DUNITE,0.04,0.04,12.69,0.15,0.07
DUNITE,0.03,0.06,9.6,0.09,0.12
DUNITE,0.5,1.2,3.85,0.09,19.53
DUNITE,4.61,6.83,35.67,0.41,0.18
PERIDOTITE,0.03,0.03,8.67,0.12,0.08
PERIDOTITE,0.23,1.54,5.35,0.1,1.19
PERIDOTITE,0.62,19.0,7.15,0.3,4.05
PERIDOTITE,0.71,19.42,6.7,0.28,5.42
PERIDOTITE,0.38,2.6,3.23,0.09,17.21
PERIDOTITE,0.39,46.71,12.05,0.28,0.03
PERIDOTITE,0.01,0.02,8.73,0.11,0.07
PERIDOTITE,0.01,0.03,7.53,0.1,0.14
PERIDOTITE,0.1,1.71,5.41,0.11,0.58
PERIDOTITE,1.29,19.53,17.37,0.22,0.03
PERIDOTITE,0.7,2.52,3.69,0.11,19.4
PERIDOTITE,0.42,2.97,2.71,0.08,19.11
PERIDOTITE,1.99,3.49,3.51,0.1,21.73
PERIDOTITE,0.1,17.61,16.59,0.23,0.15
PERIDOTITE,0.1,2.16,2.74,0.07,22.25
PERIDOTITE,5.81,11.18,4.72,0.02,0.06
PERIDOTITE,1.37,2.04,4.09,0.04,23.22
DUNITE,0.01,0.02,9.93,0.12,0.15
DUNITE,5.81,11.18,4.72,0.02,0.06
DUNITE,1.37,2.04,4.09,0.04,23.22
DUNITE,0.03,0.04,14.29,0.16,0.09
DUNITE,3.75,15.81,6.04,0.02,0.01
PERIDOTITE,0.01,0.04,5.91,0.1,0.19
PERIDOTITE,0.2,13.26,16.61,0.22,0.02
PERIDOTITE,4.18,14.86,3.44,0.02,0.06
PERIDOTITE,0.16,2.01,1.84,0.05,22.71
PERIDOTITE,0.71,2.58,2.69,0.06,23.23
PERIDOTITE,0.02,0.01,7.22,0.12,0.07
PERIDOTITE,0.14,0.73,4.4,0.1,0.51
PERIDOTITE,1.15,0.85,2.93,0.11,20.27
PERIDOTITE,0.25,1.45,4.55,0.1,0.81
PERIDOTITE,2.36,12.66,15.21,0.13,0.01
PERIDOTITE,2.55,13.42,14.69,0.13,0.01
PERIDOTITE,0.96,4.08,2.52,0.06,16.78
PERIDOTITE,0.01,0.03,7.38,0.14,0.04
PERIDOTITE,0.03,0.05,5.66,0.09,0.03
PERIDOTITE,1.74,1.08,3.54,0.12,21.95
PERIDOTITE,7.37,12.95,6.77,0.04,0.02
PERIDOTITE,0.66,17.74,14.74,0.18,0.01
PERIDOTITE,1.08,19.94,13.32,0.19,0.03
PERIDOTITE,0.1,2.2,4.57,0.12,0.56
PERIDOTITE,0.8,1.17,3.49,0.12,20.75
PERIDOTITE,0.18,1.53,4.4,0.11,1.23
PERIDOTITE,0.01,0.54,4.13,0.11,0.27
PERIDOTITE,1.55,1.66,3.58,0.08,21.46
PERIDOTITE,0.3,13.37,13.4,0.18,0.02
PERIDOTITE,0.01,0.02,6.56,0.09,0.04
PERIDOTITE,1.02,0.67,3.35,0.03,22.31
PERIDOTITE,19.05,4.29,67.73,0.47,0.1
PERIDOTITE,0.01,0.04,13.21,0.18,0.2
PERIDOTITE,0.01,1.48,4.21,0.1,0.24
PERIDOTITE,0.07,22.74,12.24,0.13,0.03
PERIDOTITE,2.87,5.95,7.52,0.13,22.22
PERIDOTITE,0.02,0.01,7.86,0.1,0.07
PERIDOTITE,0.13,1.35,4.99,0.11,0.72
PERIDOTITE,0.04,1.95,4.21,0.08,0.52
PERIDOTITE,0.8,16.02,2.63,0.04,0.03
PERIDOTITE,0.61,2.15,2.55,0.08,20.83
PERIDOTITE,0.15,21.62,13.57,0.19,0.01
PERIDOTITE,3.25,9.39,3.18,0.05,10.29
PERIDOTITE,0.53,17.31,8.98,0.53,6.85
PERIDOTITE,0.89,17.28,8.45,0.44,6.04
PERIDOTITE,0.54,19.37,8.52,0.4,5.55
PERIDOTITE,0.61,16.74,8.19,0.48,5.97
PERIDOTITE,0.55,19.75,7.05,0.41,4.83
PERIDOTITE,0.37,1.85,3.15,0.01,19.02
PERIDOTITE,0.37,1.89,3.0,0.03,18.92
PERIDOTITE,0.3,2.1,3.22,0.01,20.71
PERIDOTITE,0.14,1.72,3.3,0.06,17.77
PERIDOTITE,0.31,1.78,2.55,0.02,19.36
PERIDOTITE,0.16,2.73,4.53,0.1,14.04
PERIDOTITE,0.2,1.73,3.46,0.05,17.49
PERIDOTITE,0.88,17.62,9.35,0.42,6.37
PERIDOTITE,0.31,18.08,6.49,0.29,4.83
PERIDOTITE,0.11,16.81,6.31,0.32,4.24
PERIDOTITE,0.58,19.2,9.93,0.5,7.28
PERIDOTITE,0.29,1.58,2.33,0.1,18.54
PERIDOTITE,0.31,1.62,2.27,0.04,18.61
PERIDOTITE,0.23,1.63,3.37,0.22,15.86
PERIDOTITE,0.24,1.48,2.2,0.08,18.52
PERIDOTITE,0.22,1.67,2.66,0.07,20.63
PERIDOTITE,0.29,1.78,2.7,0.14,21.39
PERIDOTITE,0.26,1.54,2.17,0.11,21.11
PERIDOTITE,0.32,1.8,2.3,0.14,20.1
PERIDOTITE,0.29,16.97,6.55,0.34,5.72
PERIDOTITE,0.56,17.25,6.73,0.28,5.57
PERIDOTITE,0.34,17.46,7.03,0.41,5.56
PERIDOTITE,0.54,19.45,7.58,0.28,4.8
PERIDOTITE,0.56,18.95,7.06,0.3,5.25
PERIDOTITE,0.43,22.39,8.89,0.29,5.43
PERIDOTITE,0.01,16.04,6.27,0.37,2.62
PERIDOTITE,0.3,1.71,3.02,0.03,19.13
PERIDOTITE,0.28,17.24,6.22,0.32,5.18
PERIDOTITE,0.03,19.35,6.44,0.36,3.06
PERIDOTITE,0.86,18.67,7.29,0.38,5.32
PERIDOTITE,0.64,21.04,8.03,0.28,4.76
PERIDOTITE,0.77,20.23,8.5,0.34,5.0
PERIDOTITE,0.15,20.11,8.56,0.42,5.2
PERIDOTITE,0.05,20.21,8.74,0.48,6.38
PERIDOTITE,0.35,20.05,6.57,0.32,4.7
PERIDOTITE,0.24,14.5,6.62,0.39,6.7
PERIDOTITE,0.64,20.74,9.07,0.37,4.23
PERIDOTITE,0.04,17.83,7.85,0.54,5.54
PERIDOTITE,0.91,15.99,9.27,0.42,6.87
PERIDOTITE,7.39,15.75,4.6,0.02,0.04
PERIDOTITE,0.62,4.64,6.26,0.13,1.05
PERIDOTITE,1.64,5.31,2.97,0.1,19.56
PERIDOTITE,0.12,4.06,6.41,0.13,0.95
PERIDOTITE,0.33,5.07,4.8,0.1,15.1
PERIDOTITE,2.31,14.39,9.93,0.06,10.68
PERIDOTITE,0.05,5.79,14.34,0.21,0.41
PERIDOTITE,0.37,7.17,7.12,0.12,20.46
PERIDOTITE,0.38,22.56,12.04,0.21,5.07
PERIDOTITE,0.19,4.1,6.19,0.11,1.57
PERIDOTITE,0.24,5.46,4.48,0.09,13.85
PERIDOTITE,0.54,21.96,16.77,0.22,5.41
PERIDOTITE,0.28,7.39,17.14,0.14,1.89
PERIDOTITE,1.39,8.07,8.89,0.1,15.11
PYROXENITE,7.08,15.7,6.41,0.02,0.03
PYROXENITE,0.21,22.35,8.35,0.31,4.94
PYROXENITE,0.49,4.4,8.32,0.12,0.93
PYROXENITE,1.47,6.69,4.26,0.1,17.36
PERIDOTITE,0.27,5.58,11.26,0.16,1.42
PERIDOTITE,0.49,7.21,7.38,0.11,14.44
PERIDOTITE,0.09,4.58,6.42,0.09,0.88
PERIDOTITE,0.45,6.47,3.23,0.07,18.02
PERIDOTITE,0.24,22.92,8.63,0.28,4.62
PERIDOTITE,0.24,3.66,7.38,0.11,0.79
PERIDOTITE,0.94,6.67,3.48,0.07,18.44
PERIDOTITE,0.04,4.95,8.32,0.09,1.75
PERIDOTITE,0.15,5.6,5.32,0.1,14.25
PERIDOTITE,3.69,12.83,11.94,0.12,0.03
PERIDOTITE,0.12,3.23,19.08,0.33,0.49
PERIDOTITE,0.18,57.57,16.15,0.09,10.92
PERIDOTITE,0.96,6.06,8.27,0.23,19.73
PERIDOTITE,0.17,23.18,7.84,0.27,4.65
PERIDOTITE,0.14,3.79,6.55,0.09,0.91
PERIDOTITE,0.38,6.07,3.52,0.09,18.78
PERIDOTITE,0.21,23.32,7.52,0.34,4.6
PERIDOTITE,0.16,3.61,5.68,0.16,0.63
PERIDOTITE,0.55,6.38,3.36,0.11,18.34
PERIDOTITE,6.63,15.2,6.91,0.01,0.04
PERIDOTITE,0.26,4.02,9.63,0.08,0.94
PERIDOTITE,0.48,4.53,9.29,0.11,0.91
PERIDOTITE,0.66,6.07,3.74,0.1,18.92
PERIDOTITE,1.07,6.16,4.25,0.08,17.32
PERIDOTITE,0.54,7.42,8.34,0.09,14.48
PERIDOTITE,7.74,15.27,4.74,0.07,0.05
PERIDOTITE,1.78,4.31,2.71,0.06,20.3
PERIDOTITE,0.57,4.57,6.19,0.14,0.97
PERIDOTITE,0.29,22.62,12.14,0.4,7.21
PERIDOTITE,0.81,8.06,4.78,0.07,18.59
PERIDOTITE,0.19,23.7,8.42,0.22,5.93
PERIDOTITE,0.57,7.69,4.38,0.09,18.36
PYROXENITE,8.67,14.89,13.09,0.04,0.16
PYROXENITE,1.64,8.23,8.41,0.11,15.46
PYROXENITE,0.22,5.67,8.35,0.14,1.73
PYROXENITE,7.15,15.01,8.56,0.02,0.1
PYROXENITE,1.48,7.9,7.69,0.1,14.39
PERIDOTITE,0.14,3.03,9.94,0.18,1.06
PERIDOTITE,0.39,3.78,4.84,0.12,19.77
PERIDOTITE,0.15,22.24,7.31,0.33,5.14
PERIDOTITE,0.13,3.8,5.92,0.1,0.76
PERIDOTITE,0.42,5.25,2.83,0.09,19.07
PERIDOTITE,52.25,1.21,34.28,0.11,0.02
PERIDOTITE,0.19,22.41,9.05,0.27,5.11
PERIDOTITE,0.46,22.85,11.65,0.31,5.02
PERIDOTITE,0.46,4.44,9.79,0.11,0.9
PERIDOTITE,0.74,5.29,4.55,0.08,18.18
PERIDOTITE,0.1,2.91,9.47,0.17,0.99
PERIDOTITE,0.28,4.01,4.55,0.12,19.84
PYROXENITE,0.15,23.47,8.59,0.23,5.72
PYROXENITE,0.47,7.39,3.35,0.05,18.63
PYROXENITE,7.02,15.83,8.41,0.03,0.02
PYROXENITE,0.21,22.66,7.73,0.31,5.13
PYROXENITE,0.46,4.4,11.6,0.13,0.98
PYROXENITE,1.21,6.08,4.51,0.08,17.31
PERIDOTITE,0.1,4.99,6.48,0.12,0.4
PERIDOTITE,0.57,7.67,2.47,0.09,20.31
PERIDOTITE,4.37,13.67,5.55,0.08,9.69
PERIDOTITE,6.48,15.49,5.74,0.02,0.04
PERIDOTITE,0.19,22.7,7.47,0.29,5.06
PERIDOTITE,0.34,3.77,7.87,0.16,0.92
PERIDOTITE,0.67,6.12,3.99,0.1,17.75
PERIDOTITE,1.35,7.17,4.99,0.09,16.69
PERIDOTITE,0.49,3.98,5.35,0.1,19.48
PERIDOTITE,0.13,44.85,16.99,0.14,0.01
PERIDOTITE,3.48,16.6,4.12,0.03,0.01
PERIDOTITE,0.19,22.53,7.44,0.27,4.83
PERIDOTITE,0.26,3.71,7.86,0.12,0.79
PERIDOTITE,1.26,6.8,3.41,0.09,17.71
PERIDOTITE,0.25,5.47,2.41,0.02,20.0
PERIDOTITE,0.05,6.02,5.59,0.01,0.99
PERIDOTITE,0.05,2.85,2.28,0.07,20.7
PERIDOTITE,0.03,3.53,5.37,0.04,1.08
PERIDOTITE,0.1,5.86,5.91,0.01,0.82
PERIDOTITE,0.42,6.25,2.38,0.02,19.8
PERIDOTITE,0.06,4.17,5.28,0.01,0.94
PERIDOTITE,0.15,4.5,2.15,0.02,19.4
PERIDOTITE,0.08,5.6,5.82,0.01,0.78
PERIDOTITE,0.36,6.17,2.35,0.02,20.1
PERIDOTITE,0.12,4.7,6.32,0.14,0.71
PERIDOTITE,0.49,5.19,2.51,0.08,21.7
PERIDOTITE,0.06,5.36,6.0,0.12,0.84
PERIDOTITE,0.07,5.71,6.68,0.15,0.86
PERIDOTITE,0.35,5.78,3.13,0.07,21.2
PERIDOTITE,0.1,5.09,2.47,0.06,20.3
PERIDOTITE,0.07,4.31,5.23,0.12,1.09
PERIDOTITE,0.38,5.23,2.37,0.07,20.1
PERIDOTITE,0.08,3.78,2.43,0.07,22.3
PERIDOTITE,0.02,4.29,6.04,0.13,0.75
PERIDOTITE,0.16,6.63,6.71,0.13,1.4
PERIDOTITE,0.58,7.0,3.38,0.1,19.2
PERIDOTITE,0.02,3.11,4.74,0.11,0.77
PERIDOTITE,0.08,3.75,2.04,0.07,20.7
PERIDOTITE,0.02,2.68,5.26,0.12,0.89
PERIDOTITE,0.29,4.52,2.75,0.08,22.5
PERIDOTITE,0.01,2.68,5.33,0.11,0.9
PERIDOTITE,0.08,3.02,2.29,0.07,21.3
PERIDOTITE,0.36,4.12,2.57,0.07,22.4
PERIDOTITE,0.09,4.14,6.15,0.13,0.73
PERIDOTITE,0.05,3.58,5.97,0.12,0.92
PERIDOTITE,0.13,3.65,2.69,0.07,20.6
PERIDOTITE,0.09,4.6,2.7,0.08,21.2
PERIDOTITE,0.02,4.81,6.07,0.13,1.05
PERIDOTITE,0.05,5.57,6.44,0.14,1.0
PERIDOTITE,0.16,8.73,2.58,0.09,18.8
PERIDOTITE,0.04,3.34,7.41,0.16,0.92
PERIDOTITE,0.22,4.56,3.14,0.11,19.7
PERIDOTITE,0.09,3.48,5.53,0.13,1.21
PERIDOTITE,0.32,4.35,2.78,0.06,19.0
PERIDOTITE,0.01,3.91,5.33,0.12,1.4
PERIDOTITE,0.03,2.7,4.91,0.11,1.38
PERIDOTITE,0.05,3.34,2.29,0.05,21.4
PERIDOTITE,0.02,3.59,5.18,0.12,1.25
PERIDOTITE,0.02,4.11,6.82,0.14,1.24
PERIDOTITE,0.09,5.0,5.84,0.14,0.71
PERIDOTITE,0.36,5.27,2.19,0.08,21.9
PERIDOTITE,0.06,4.91,5.92,0.13,0.71
PERIDOTITE,0.29,5.14,2.28,0.06,22.0
PERIDOTITE,0.08,4.44,5.93,0.13,0.84
PERIDOTITE,0.34,4.71,2.45,0.1,21.4
PERIDOTITE,0.39,3.81,2.47,0.09,22.0
PERIDOTITE,0.06,5.21,6.13,0.13,0.77
PERIDOTITE,0.48,3.52,3.04,0.07,21.8
PERIDOTITE,0.09,5.47,6.62,0.13,0.71
PERIDOTITE,0.19,3.31,2.45,0.08,20.7
PERIDOTITE,0.03,3.64,5.73,0.12,0.8
PERIDOTITE,0.05,4.12,5.37,0.11,0.73
PERIDOTITE,0.31,5.79,2.49,0.07,18.1
PERIDOTITE,0.08,5.68,6.01,0.14,0.68
PERIDOTITE,0.44,6.63,2.26,0.06,20.9
PERIDOTITE,0.09,4.15,2.25,0.06,22.8
PERIDOTITE,0.01,4.79,5.95,0.14,0.79
PERIDOTITE,0.09,4.05,3.05,0.08,21.0
PERIDOTITE,0.02,4.63,6.87,0.14,0.73
PERIDOTITE,0.05,4.89,5.81,0.15,0.7
PERIDOTITE,0.22,5.46,2.27,0.07,21.9
PERIDOTITE,0.03,4.55,5.77,0.13,0.77
PERIDOTITE,0.15,4.71,2.34,0.09,21.3
PERIDOTITE,0.01,0.03,9.68,0.15,0.09
PERIDOTITE,0.15,4.52,6.2,0.13,1.09
PERIDOTITE,0.2,52.62,12.55,0.08,0.01
PERIDOTITE,0.43,6.29,3.41,0.09,20.11
PERIDOTITE,0.01,0.04,9.6,0.14,0.11
PERIDOTITE,0.26,4.72,6.13,0.12,1.21
PERIDOTITE,0.55,44.61,12.74,0.08,0.01
PERIDOTITE,0.81,6.57,3.39,0.1,18.93
PERIDOTITE,0.01,0.01,9.03,0.14,0.1
PERIDOTITE,0.08,3.34,5.6,0.13,1.04
PERIDOTITE,0.11,38.11,12.91,0.08,0.02
PERIDOTITE,0.19,4.29,2.71,0.08,21.1
PERIDOTITE,1.21,14.84,2.79,0.05,11.1
PERIDOTITE,0.11,3.49,5.01,0.12,0.57
PERIDOTITE,0.47,5.69,2.13,0.05,20.98
PERIDOTITE,0.05,51.17,9.37,0.09,0.01
PERIDOTITE,0.02,0.01,10.16,0.09,0.05
PERIDOTITE,2.9,13.53,3.98,0.08,11.32
PERIDOTITE,2.8,13.58,3.92,0.05,11.32
PERIDOTITE,0.16,3.09,6.47,0.17,0.75
PERIDOTITE,0.48,38.5,15.11,0.16,0.03
PERIDOTITE,0.55,4.38,2.88,0.12,21.38
PERIDOTITE,0.01,0.02,9.13,0.14,0.07
PERIDOTITE,0.07,3.58,5.81,0.14,0.81
PERIDOTITE,0.15,44.15,12.34,0.1,0.01
PERIDOTITE,0.23,5.11,2.71,0.08,20.12
PERIDOTITE,0.36,46.3,11.82,0.14,0.05
PERIDOTITE,0.55,6.63,2.79,0.1,18.46
PERIDOTITE,1.52,12.05,3.47,0.07,10.12
PERIDOTITE,1.5,12.36,3.55,0.06,10.42
PERIDOTITE,0.31,26.49,15.09,0.19,0.11
PERIDOTITE,0.2,4.02,2.58,0.09,19.97
PYROXENITE,0.28,60.78,18.95,0.09,0.01
PYROXENITE,1.35,8.65,6.46,0.15,19.56
PYROXENITE,1.04,56.71,24.89,0.14,0.01
PYROXENITE,1.71,9.21,7.14,0.13,18.86
PYROXENITE,1.67,8.79,7.44,0.14,18.39
PYROXENITE,0.28,60.78,18.95,0.09,0.01
PYROXENITE,1.25,8.4,6.29,0.14,19.09
PYROXENITE,1.3,8.86,6.49,0.14,18.33
PERIDOTITE,0.03,0.02,0.05,1.52,53.08
PERIDOTITE,3.29,16.05,3.79,0.02,0.05
PERIDOTITE,3.14,16.43,3.9,0.05,0.04
PERIDOTITE,1.06,26.91,16.5,0.19,0.06
PERIDOTITE,0.37,4.76,2.97,0.09,19.03
PERIDOTITE,0.01,0.03,8.19,0.11,0.09
PERIDOTITE,0.05,4.68,5.24,0.11,0.93
PERIDOTITE,0.09,51.4,10.27,0.09,0.01
PERIDOTITE,0.21,6.13,2.7,0.09,19.42
PERIDOTITE,0.02,0.04,8.31,0.08,0.12
PERIDOTITE,0.09,5.71,5.25,0.09,1.14
PERIDOTITE,0.33,7.53,2.99,0.07,18.11
PERIDOTITE,0.02,0.05,8.37,0.1,0.12
PERIDOTITE,0.1,5.96,5.26,0.09,1.17
PERIDOTITE,0.25,7.8,3.01,0.07,17.92
PERIDOTITE,0.01,0.04,8.9,0.11,0.12
PERIDOTITE,0.04,4.14,5.74,0.1,1.27
PERIDOTITE,1.2,8.24,5.99,0.13,19.57
PERIDOTITE,0.01,0.03,7.7,0.1,0.1
PERIDOTITE,0.07,5.01,4.9,0.1,0.97
PERIDOTITE,0.1,52.76,9.38,0.08,0.01
PERIDOTITE,0.21,6.64,2.56,0.07,18.6
