ROCK NAME,LATITUDE,LONGITUDE,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FEOT,MGO,CAO,NA2O,K2O,P2O5,MNO,CR2O3
LHERZOLITE,42,143,47.08,0.12,7.96,,,5.79,,25.27,7.84,0,0.01,,0.19,5.74
PERIDOTITE,42,143,41.93,0.31,13.44,,,6.89,,26.96,6.36,0.22,0.07,,0.08,3.82
PERIDOTITE,42,143,44.42,0.14,11.93,,,5.95,,23.15,9.31,0.05,0.02,,0.12,4.14
DUNITE,-2.52,121.37,41.35,0.01,0.21,,,,9.5,47.9,0.27,0.01,0,0.02,0.13,
HARZBURGITE,-2.52,121.37,44.3,0.02,1.3,,,,8.85,43,1.9,0.01,0,0.02,0.13,
LHERZOLITE,-2.52,121.37,43.5,0.05,2.5,,,,8.6,38,2.1,0.11,0.01,0.03,0.13,
DUNITE,19.75,-155.883,39.33,0.05,0.85,1.05,,12.96,,44.9,0.18,0.04,0.01,0.01,0.19,0.38
PERIDOTITE,21.35,-157.9,50.2,0.51,8.37,1.58,,5.72,,19,13.28,0.87,0.02,0.02,0.16,0.24
PERIDOTITE,21.35,-157.9,49.52,0.42,9.31,2.26,,5.44,,17.97,12.9,1.17,0.04,0.03,0.16,0.35
PERIDOTITE,21.35,-157.9,45.59,0.69,9.82,2.96,,6.86,,19.46,12.34,1.15,0.02,0.03,0.15,0.16
PERIDOTITE,21.35,-157.9,48.42,0.7,9.46,3.14,,7.27,,16.85,12.15,1.41,0.01,0.03,0.17,0.22
PERIDOTITE,39.9167,-121.033,42.32,0.06,2.44,2.6,,5.42,,39.03,2.28,0.24,0.03,0.01,0.13,0.39
PERIDOTITE,21.25,-157.9,44.57,1.76,13.61,4.17,,8.49,,13.34,11.42,1.69,0.05,0.02,0.21,0.06
DUNITE,21.3833,-157.65,38.78,0.08,,3,,11.48,,43.46,0.05,0.1,,0.01,0.19,
PERIDOTITE,34.5,-116.5,44.08,0.12,3.62,1.06,,8.21,,39.06,2.85,0.29,0.01,0.01,0.16,0.36
PERIDOTITE,21.25,-157.9,50.59,0.55,,1.04,,7.54,,29.48,1.52,0.36,1.38,0.03,0.16,0.33
PERIDOTITE,34.5,-116.5,44.31,0.1,,0.81,,7.19,,40.56,2.67,0.23,0.01,0.01,0.13,0.39
PERIDOTITE,34.5,-116.5,43.71,0.64,,2.52,,2.24,,18.59,15.69,1.03,0.03,0.01,0.09,0.2
PERIDOTITE,34.5,-116.5,44.12,0.11,,1.02,,8.18,,39.63,2.46,0.2,0.02,0.01,0.17,0.28
PERIDOTITE,34.5,-116.5,44.65,0.2,,0.98,,8.16,,37.43,3.27,0.32,0.02,0.01,0.15,0.35
PERIDOTITE,34.5,-116.5,44.43,0.08,,2,,7.24,,39.14,2.78,0.27,0.01,,0.17,0.41
PERIDOTITE,34.5,-116.5,39.52,0.21,,2,,13.86,,37.53,2,0.19,0.14,0.04,0.25,0.3
PERIDOTITE,34.5,-116.5,43.68,0.04,,0.71,,7.33,,44.64,0.97,0.06,0.01,0.01,0.13,0.4
PERIDOTITE,34.5,-116.5,44.82,0.06,,0.8,,7.02,,40.85,2.39,0.16,,,0.13,0.41
PERIDOTITE,34.5,-116.5,44.38,0.14,,1.23,,7.03,,39.06,2.96,0.23,0.02,0.01,0.14,0.35
PERIDOTITE,34.5,-115.5,44.81,0.13,,1.13,,6.84,,39.18,3.13,0.22,0.02,0.01,0.13,0.38
PERIDOTITE,34.5,-115.5,44.06,0.1,,0.86,,7.54,,40.97,2.41,0.19,0.01,0.01,0.13,0.31
PERIDOTITE,34.5,-115.875,42.82,2.92,12.81,6.41,,5.42,,12.96,13.45,1.84,0.54,0.02,0.17,0.042
PERIDOTITE,40.75,-106.5,44.22,0.26,3.22,6.09,,6.57,,23.71,10.87,0.36,0.07,0.02,0.22,
PERIDOTITE,40.875,-106.625,45.11,0.23,,2.99,,6.37,,18.67,12.66,0.58,0.09,0.03,0.16,
PERIDOTITE,40.75,-106.625,48.5,0.22,5.32,2.96,,5.52,,20.67,12.86,0.67,0.2,0.04,0.17,
PERIDOTITE,40.75,-106.625,48.98,0.26,3.7,2.66,,5.24,,19.98,15.84,0.48,0.13,0.03,0.16,
PERIDOTITE,40.5,-106.75,42.49,0.38,,5.15,,7.04,,26.09,6.01,0.44,0.09,0.34,0.24,0.49
DUNITE,40.625,-106.75,36.5,0.18,,12.68,,5.94,,29.2,2.62,0.23,0.02,0.02,0.24,
PERIDOTITE,40.875,-106.75,40.67,0.29,,6.31,,8.8,,23.83,4.69,0.92,0.07,0.04,0.21,0.36
PERIDOTITE,40.875,-106.75,40,0.17,,5.1,,7.22,,30.74,3.49,0.5,0.04,0.02,0.18,0.23
PERIDOTITE,35.2333,-115.75,41.62,0.16,,1.22,,15.55,,35.39,2.91,0.21,0.02,0.02,0.25,
PERIDOTITE,35.2333,-115.75,41.69,0.16,,1.2,,12.99,,37.99,2.52,0.19,0.03,0.03,0.21,
PERIDOTITE,40.875,-106.625,45.13,0.25,,2.82,,6.41,,18.73,12.8,0.6,0.1,0.04,0.16,0.08
DUNITE,19.75,-155.867,41.55,0.21,1.78,1,,12.51,,39.1,3.26,0.18,0.01,0.01,0.18,
DUNITE,19.75,-155.867,39.92,0.06,1.11,0.87,,11.46,,46.06,0.07,0.03,,,0.16,
DUNITE,19.75,-155.867,39.44,0.07,1.19,0.99,,12.62,,45.22,0.08,0.01,,,0.18,
DUNITE,19.75,-155.867,40.11,0.04,0.87,0.67,,11.32,,46.77,,,,,0.16,
DUNITE,19.75,-155.867,40.31,0.08,0.93,0.94,,11.64,,45.07,0.64,0.03,0.01,0.01,0.17,
PERIDOTITE,19.75,-155.867,43.55,0.35,3.04,1.42,,10.69,,32.06,8.52,0.21,0.02,,0.17,
PERIDOTITE,19.75,-155.867,42.91,0.14,4.12,1.23,,9.99,,37.05,3.78,0.37,0.03,0.02,0.16,
PERIDOTITE,19.75,-155.867,49.38,0.77,6.12,1.99,,5.2,,16.79,18.9,0.48,0.02,0.01,0.13,
PERIDOTITE,19.75,-155.867,45.42,0.17,2.79,1.6,,9.9,,31.93,7.54,0.24,0.01,0.01,0.17,
PERIDOTITE,19.75,-155.867,43.6,0.36,4.33,1.62,,10.87,,29.53,9.17,0.28,0.02,0.01,0.18,
PERIDOTITE,19.75,-155.867,42.51,0.18,1.93,0.9,,11.59,,36.88,5.66,0.13,0.01,,0.18,
PERIDOTITE,19.75,-155.867,49.54,0.52,5.11,1.65,,5.74,,19.8,17.06,0.44,,,0.13,
DUNITE,40.625,-106.75,36.6,0.18,5.13,13.5,,5.38,,28.3,2.41,0.28,0.05,0.02,0.25,
PERIDOTITE,38,-105.25,35,2.9,11,7.2,,6.8,,11.8,14,1.4,2.4,0.81,0.21,
DUNITE,44.35,-118.936,35.5,0.02,0.69,5.1,,4.2,,41.6,0.35,,,0.01,0.1,
DUNITE,44.35,-118.936,35.5,,0.54,5.3,,3.9,,41.6,0.25,,,,0.09,
DUNITE,44.35,-118.936,35.1,0.02,0.5,4.5,,4.6,,42.8,0.7,,0.05,,0.1,
PERIDOTITE,44.3586,-118.925,41.1,,1,5.8,,1.6,,37.3,0.8,,0.01,0.02,0.08,
DUNITE,44.3608,-118.927,38.8,0.02,0.77,6.4,,0.6,,38.8,0.5,,0.01,0.06,0.1,
PERIDOTITE,44.7689,-117.383,43.2,1,22.6,1.7,,9.4,,5.3,12.5,1,0.05,0.02,0.1,
PERIDOTITE,46.75,-111.75,48.6,0.04,2.4,1.2,,5.6,,38.9,1.5,0.09,0.03,0.05,0.11,
PERIDOTITE,42.68,-70.9381,37.9,1.65,20.1,,,,,6.4,16.1,0.48,0.14,,0.295,
PERIDOTITE,42.6783,-70.9258,42.5,,0.617,,,,,39.8,0.251,,,,0.121,
PERIDOTITE,42.6947,-70.9142,43.1,0.0379,1.59,,,,,30.8,5.39,,,,0.19,
DUNITE,63,-144,38.8,,,,,9.07,,43.5,0.333,0.02,,,0.219,
PERIDOTITE,40.75,-106,72.8,0.06,1,1.8,,0.64,,14.8,0.93,0.04,0.04,0.06,0.08,
PERIDOTITE,40.75,-106,69.1,0.09,1.3,4.4,,0.68,,14.7,1.6,0.04,0.04,0.06,0.08,
PERIDOTITE,41.8833,-123.983,41.2,,0.56,,,,,39.1,0.54,,,,0.13,
PERIDOTITE,42.4167,-124.033,40.4,0.03,2.1,,,,,37.1,2.08,,,,0.17,
PERIDOTITE,42.1,-123.867,39.4,,1.8,,,,,36.5,0.98,,,,0.14,
PERIDOTITE,42.4333,-124.017,38.7,,0.4,,,,,36.8,0.07,,,,0.2,
PERIDOTITE,42.2667,-123.833,38.9,,1.2,,,,,36.9,0.59,,,,0.14,
PERIDOTITE,42.4167,-124.033,40.3,,0.79,,,,,37.7,0.43,,,,0.16,
PERIDOTITE,42.0667,-123.9,40.3,,0.81,,,,,41.5,0.71,,,,0.21,
PERIDOTITE,42.4,-124.033,38.9,,0.62,,,,,35.6,0.12,,,,0.14,
PERIDOTITE,42.0667,-123.917,42.1,,0.83,,,,,41.9,0.84,,,,0.16,
PERIDOTITE,42.4,-124.033,42.4,0.88,16.3,,,,,8.51,16.5,0.4,0.03,,0.16,
PERIDOTITE,42.1,-123.917,41.2,,0.82,,,,,43,1.04,,,,0.14,
PERIDOTITE,41.875,-105.25,44.2,0.2,4.43,,,8.01,,35.1,3.79,0.44,,,0.17,
PERIDOTITE,41.9157,-105.45,47.3,0.23,8.66,,,8.83,,20.7,8.15,1.28,0.11,,0.18,
PERIDOTITE,41.875,-105.25,43.9,0.19,4.26,,,8.11,,35.6,3.74,0.6,,,0.17,
PERIDOTITE,41.875,-105.25,49.1,0.28,6.4,,,8.92,,24.1,7.12,0.78,0.05,,0.19,
PERIDOTITE,41.943,-105.392,50.5,0.26,6.81,,,7.14,,21,7.8,1.09,0.1,,0.17,
PERIDOTITE,41.9427,-105.392,47.4,0.16,5.75,,,7.38,,26.9,4.94,0.72,0.07,,0.18,
PERIDOTITE,41.9425,-105.392,48,0.19,6.49,,,7.96,,26.1,5.24,0.8,0.08,,0.17,
PERIDOTITE,41.875,-105.25,53.2,0.27,6.42,,,8.29,,22,5.6,0.72,0.09,,0.19,
PERIDOTITE,41.875,-105.25,46,0.49,6.54,,,7.66,,23,6.69,0.49,,0.07,0.16,
PERIDOTITE,41.875,-105.25,46,0.85,8.7,,,10.8,,19.7,5.97,1.26,0.11,0.08,0.2,
PERIDOTITE,41.875,-105.25,46.8,0.59,8.34,,,8.97,,21.4,5.7,0.96,0.05,0.06,0.18,
PERIDOTITE,41.875,-105.25,42.7,0.17,5.28,,,7.72,,31.9,4.29,0.56,0.02,,0.18,
PERIDOTITE,41.875,-105.25,42.5,0.22,4.85,,,9.05,,33.3,3.97,0.65,0.06,,0.17,
PERIDOTITE,41.875,-105.25,47.9,0.16,3.59,,,8.3,,33.3,3.01,0.5,0.03,,0.18,
PERIDOTITE,41.875,-105.25,47.6,0.34,7.77,,,7.87,,22.7,5.94,0.82,0.06,,0.17,
PERIDOTITE,41.9665,-105.426,52,0.28,4.88,,,7.88,,23.5,4.61,0.47,0.09,,0.19,
PERIDOTITE,41.9668,-105.425,46.8,0.2,4.88,,,9.12,,32.5,3.9,0.63,0.03,0.05,0.18,
PERIDOTITE,41.9681,-105.425,41.7,0.11,2.64,,,9.34,,40.8,1.9,0.34,,0.15,0.17,
PERIDOTITE,41.9764,-105.412,49.4,0.28,7.59,,,9.06,,23.5,6.45,0.85,0.05,,0.18,
PERIDOTITE,41.9702,-105.426,48.7,0.22,7.96,,,7.75,,23.9,6.76,0.78,0.05,,0.17,
PERIDOTITE,41.9631,-105.439,37.7,0.11,2.53,,,2.34,,34.3,1.45,0.24,,,0.09,
PERIDOTITE,41.9638,-105.441,43.3,0.18,4.66,,,9.14,,35,3.88,0.55,,,0.17,
PERIDOTITE,41.75,-105.375,37.7,0.1,3.01,,,3.02,,32.3,1.57,0.17,,,0.18,
PERIDOTITE,42.0101,-105.262,51,0.22,5.64,,,8.67,,26,4.9,0.66,0.29,,0.19,
PERIDOTITE,42.0093,-105.261,49.5,0.19,8.37,,,7.04,,19.2,9.71,1.06,0.08,,0.15,
PERIDOTITE,42.75,-106.333,39.6,0.03,2.3,9.5,,0.6,,35,0.06,0.03,0.04,0.06,0.06,
PERIDOTITE,42.75,-106.333,36,0.03,1.9,17.9,,1.1,,32.2,,0.03,,0.06,0.03,
DUNITE,65.9167,-152.2,38.4,,0.66,,,,,43.1,0.88,,,,0.17,
DUNITE,65.9667,-151.867,37.9,,0.2,,,,,45.4,0.11,,,0.14,0.13,
DUNITE,65.9667,-151.85,36.5,,0.32,,,,,43.2,0.32,,,,0.16,
DUNITE,65.9667,-151.85,37.4,,0.27,,,,,43,0.08,,,,0.14,
DUNITE,66.4167,-150.667,38.8,,0.1,,,,,46.4,0.12,0.19,,,0.14,
HARZBURGITE,65.8833,-152.383,42,,1.06,,,,,39.4,1.95,,,,0.13,
HARZBURGITE,66.55,-151.583,39.8,0.04,2.18,,,,,38.9,2,0.19,,,0.12,
HARZBURGITE,66.55,-151.883,41.7,0.04,2.28,,,,,39,2.86,,,,0.14,
HARZBURGITE,66.0333,-151.667,42.7,0.03,1.91,,,,,40.7,2.07,0.16,,,0.13,
HARZBURGITE,66.0333,-151.667,41.8,0.04,2.22,,,,,39.7,2.21,0.24,,,0.13,
HARZBURGITE,66,-151.75,41.7,0.03,2,,,,,38.9,2.09,0.17,,,0.12,
HARZBURGITE,66.1,-151.483,41.9,0.03,1.84,,,,,40.3,1.76,,,,0.14,
HARZBURGITE,66.4,-150.6,41.7,0.02,1.58,,,,,40.8,1.72,0.15,,,0.13,
PERIDOTITE,65.9,-152.183,41,0.51,5.43,,,,,28.4,4.73,0.39,0.12,0.19,0.19,
DUNITE,64.2,-156.6,37.9,,0.14,,,,,43.9,0.13,,,,0.16,
DUNITE,64.2167,-156.667,37.8,,0.54,,,,,44.1,0.11,,,,0.15,
HARZBURGITE,64.2167,-156.633,40.7,,0.86,,,,,41.7,1.37,,,,0.12,
HARZBURGITE,64.1833,-156.767,39.7,,0.78,,,,,41.3,0.46,0.25,,,0.12,
HARZBURGITE,64.2,-156.717,41.9,,1,,,,,41,1.21,,,,0.12,
WEHRLITE,64.2333,-156.583,38,0.04,0.63,,,,,38.3,1.7,,,,0.18,
LHERZOLITE,64.3,-156.383,38.6,0.04,4.12,,,,,34.5,2.37,0.22,,,0.28,
WEHRLITE,64.3333,-156.233,38.2,0.08,1.05,,,,,38.2,1.84,0.23,,,0.18,
DUNITE,63.2167,-156.967,37.5,,0.34,,,,,38.7,1.29,,,,0.2,
HARZBURGITE,63.2167,-156.967,39.6,,0.85,,,,,38.3,1.65,,,,0.13,
HARZBURGITE,63.2167,-156.967,40.9,,0.93,,,,,40.6,1.49,,,,0.13,
WEHRLITE,63.2167,-156.967,39.8,,0.41,,,,,40.8,2.82,,,,0.17,
WEHRLITE,65.6389,-144.036,40.4,0.49,3.65,,,12.5,,29.6,3.76,0.43,0.14,0.05,0.25,
PERIDOTITE,41.875,-105.25,51.1,0.32,16.3,,,5.69,,9.75,13.6,1.29,0.11,,0.13,
PERIDOTITE,42.0358,-105.27,42.3,0.11,4.12,,,5.92,,34,2.88,0.36,,,0.17,
PERIDOTITE,42.036,-105.27,43.7,0.19,4.78,,,8.41,,33.6,4.15,0.47,,,0.17,
PERIDOTITE,41.75,-105.375,43.3,0.15,4.89,,,9.09,,30,5.96,,,,0.2,
PERIDOTITE,42.1241,-105.361,44.7,0.63,4.69,,,10.7,,26.3,8.58,0.64,0.08,0.06,0.23,
PERIDOTITE,42.1241,-105.359,45.4,0.55,3.63,,,10.5,,27.4,9.5,0.5,0.08,0.05,0.22,
PERIDOTITE,42.1243,-105.358,45.1,0.65,5.17,,,11,,26,8.79,0.66,0.08,0.06,0.23,
PERIDOTITE,42.1242,-105.358,51.2,0.62,4.58,,,8.4,,18.3,14.2,0.5,,,0.24,
PERIDOTITE,42.1402,-105.343,42.6,0.65,3.76,,,10.4,,32.7,4.91,0.56,0.09,0.07,0.22,
PERIDOTITE,42.14,-105.344,43.5,0.5,3.26,,,10.4,,34.6,3.2,0.43,0.05,0.06,0.23,
PERIDOTITE,42.1406,-105.345,51.7,0.72,3.65,,,7.5,,17.5,15,0.53,0.09,0.05,0.22,
PERIDOTITE,42.2316,-105.348,45.6,0.54,3.05,,,8.16,,24.4,9.01,0.72,0.07,0.08,0.23,
PERIDOTITE,42.2304,-105.361,44.4,0.73,4.05,,,9.24,,25.4,8.02,0.84,0.25,0.12,0.25,
PERIDOTITE,42.2324,-105.349,45.8,0.95,5.58,,,9.88,,22.8,7.83,1.17,0.35,0.15,0.24,
PERIDOTITE,41.9665,-105.426,52.2,0.22,5.62,,,7.64,,22.5,6.08,0.51,0.06,,0.2,
PERIDOTITE,41.9665,-105.426,50.8,0.21,7.5,,,8.13,,23.8,6.49,0.67,0.03,,0.18,
PERIDOTITE,41.9675,-105.423,51.7,0.23,7.66,,,8.1,,22.3,6.9,0.77,0.09,,0.18,
PERIDOTITE,41.9705,-105.421,43.4,0.09,2.41,,,9.15,,40.3,2.12,0.28,,,0.18,
PERIDOTITE,41.9801,-105.409,49.5,0.21,4.32,,,9.26,,29.7,4.03,0.47,,,0.19,
PERIDOTITE,26.9419,42.3114,44,,1.01,,,,,45.4,0.73,0.32,0.03,,0.12,
PERIDOTITE,26.9339,42.3111,44.4,0.02,2.3,,,,,42,2.4,0.29,,,0.13,
PERIDOTITE,26.9339,42.3111,43.3,0.06,2.08,,,,,43.9,1.38,0.36,0.07,,0.13,
PERIDOTITE,26.9339,42.3111,41.1,0.04,1.4,,,,,45.4,0.81,0.3,0.04,,0.14,
PERIDOTITE,26.9339,42.3111,44.3,0.2,2.89,,,,,40.5,4.09,0.38,,,0.12,
PERIDOTITE,26.9339,42.3111,45.6,0.04,4.07,,,,,38.7,3.22,0.31,,,0.13,
PERIDOTITE,26.9339,42.3111,42.8,0.23,2.96,,,,,39.8,4.44,0.68,0.11,,0.14,
PERIDOTITE,27.0572,42.3758,44,0.1,2.6,,,,,41.9,2.24,0.38,,,0.14,
PERIDOTITE,27.0572,42.3758,43.9,0.03,1.91,,,,,44,1.46,0.3,,,0.13,
PERIDOTITE,27.0572,42.3758,44.6,0.07,2.1,,,,,42.3,1.9,0.35,,,0.13,
PERIDOTITE,27.0908,42.3236,44.8,0.07,2.92,,,,,40.6,2.54,0.38,,,0.14,
PERIDOTITE,27.0056,42.4367,45.7,0.1,3.76,,,,,38.4,3.4,0.42,,,0.13,
PERIDOTITE,27.0003,42.3628,43.7,0.12,1.78,,,,,44.2,1.37,0.36,0.06,,0.12,
PERIDOTITE,27.0014,42.36,42.8,0.16,1.84,,,,,42.5,1.48,0.3,,,0.16,
PERIDOTITE,27.0014,42.36,45.1,0.13,3.18,,,,,40.9,2.01,0.36,,,0.13,
PERIDOTITE,27.0014,42.36,44.7,0.1,2.82,,,,,39.4,3.22,0.44,0.03,,0.14,
PERIDOTITE,27.0014,42.36,44.1,0.23,3,,,,,39,2.62,0.41,,,0.15,
PERIDOTITE,27.0014,42.36,44,0.06,2.64,,,,,41.4,2.42,0.34,0.05,,0.14,
PERIDOTITE,27.0108,42.2661,44.3,0.08,3,,,,,39.7,2.52,0.43,,,0.14,
PERIDOTITE,27.0108,42.2661,53.3,0.17,5.89,,,,,30.6,2.15,0.31,,,0.14,
PERIDOTITE,27.0422,42.42,50.5,0.33,7.42,,,,,20.5,14.7,0.85,,,0.12,
PERIDOTITE,27.0556,42.42,42.9,0.07,1.3,,,,,44.5,1.63,0.34,,,0.15,
PERIDOTITE,27.0542,42.4206,43.6,0.11,2.44,,,,,41.1,2.4,0.46,0.07,,0.13,
PERIDOTITE,27.0542,42.4206,43.8,0.1,1.57,,,,,42.5,2.21,0.36,0.04,,0.13,
PERIDOTITE,27.0519,42.4111,44.8,0.09,1.76,,,,,42.9,1.79,0.36,,,0.13,
PERIDOTITE,9.55,138.15,39,0.87,4.71,,,4.6,,29.6,3.49,0.25,,,0.16,
PERIDOTITE,62.0833,-148,40.9,0.18,2,4.4,,5.8,,34,6.3,0.13,0.35,0.05,0.2,
PERIDOTITE,62.0833,-148,42.3,0.25,2.4,2.6,,9,,32,6.6,0.18,0.52,0.15,0.2,
WEHRLITE,62.0833,-148,46,0.24,2.6,1.7,,5.6,,28.4,11.5,0.3,0.77,0.07,0.14,
DUNITE,62.0833,-148,40.1,0.05,2,3.4,,4.6,,44,,,,0.02,0.11,
PERIDOTITE,-31.55,-64.4,38,0.03,0.53,,,,,36.5,1.04,,0.03,0.09,0.12,
PERIDOTITE,-31.55,-64.4,40.4,0.06,1.85,,,,,36.4,1.57,,0.04,,0.12,
PERIDOTITE,-31.55,-64.4,42.8,0.04,0.88,,,,,37.9,0.41,,0.02,,0.14,
PERIDOTITE,-31.55,-64.4,16.5,,0.51,,,1.38,,17.5,29.7,,0.04,,0.13,
PERIDOTITE,-31.55,-64.4,34,,1.51,,,2.61,,19.3,22,,0.06,,0.13,
PERIDOTITE,35.1667,-115.75,43.7,0.1,1.26,,,10.9,,40.6,0.97,,0.02,,0.2,
PERIDOTITE,35.1667,-115.75,45.2,0.29,3.39,,,11.5,,34.1,2.82,0.22,0.02,,0.2,
PERIDOTITE,35.1667,-115.75,44.1,0.23,3.45,,,10.3,,36.2,2.91,0.24,0.03,,0.19,
PERIDOTITE,35.1667,-115.75,41.2,1.31,4.47,,,14.1,,31.3,3.41,0.57,0.09,0.06,0.24,
PERIDOTITE,35.1667,-115.75,42.1,0.65,4.29,,,15,,30.6,3.79,0.54,0.12,0.06,0.26,
PERIDOTITE,35.1667,-115.75,44.3,0.26,3.84,,,9.95,,35.3,3.48,0.42,0.07,,0.18,
PERIDOTITE,35.1667,-115.75,43.4,0.2,3.01,,,7.96,,39,2.77,0.33,0.05,0.05,0.15,
PERIDOTITE,35.1667,-115.75,44.6,0.17,3.07,,,6.86,,39.3,2.93,0.28,0.04,,0.15,
PERIDOTITE,35.1667,-115.75,44.1,0.16,2.98,,,7.2,,39,3.1,0.3,0.04,,0.15,
PERIDOTITE,35.1667,-115.75,44.7,0.17,3.37,,,8.07,,38,3.36,0.25,0.03,0.05,0.15,
PERIDOTITE,35.1667,-115.75,45.5,0.16,3.53,,,7.14,,38.3,3.3,0.24,0.03,,0.14,
PERIDOTITE,35.1667,-115.75,44.6,0.2,2.89,,,7.85,,39.3,3.21,0.3,0.04,,0.15,
PERIDOTITE,35.1667,-115.75,44.7,0.16,3.26,,,7.16,,39.4,3.31,0.27,0.04,,0.14,
PERIDOTITE,35.1667,-115.75,44.4,0.15,3.32,,,7.16,,39.5,3.18,0.25,0.03,,0.14,
PERIDOTITE,35.1667,-115.75,45.1,0.18,3.31,,,7.68,,37.3,4.15,0.4,0.05,0.06,0.15,
PERIDOTITE,35.1667,-115.75,44.7,0.2,3.5,,,7.84,,37.4,4.03,0.37,0.05,0.07,0.15,
PERIDOTITE,35.1667,-115.75,44.5,0.18,3.74,,,7.98,,37.5,3.63,0.37,0.04,0.1,0.15,
PERIDOTITE,35.1667,-115.75,44.6,0.2,3.72,,,8.05,,37.2,4.05,0.33,0.04,0.08,0.16,
PERIDOTITE,35.1667,-115.75,44.9,0.18,3.81,,,8.39,,37.3,3.37,0.28,0.04,0.06,0.17,
PERIDOTITE,35.1667,-115.75,43.4,0.11,2.47,,,9.51,,40.5,1.93,,0.02,,0.18,
PERIDOTITE,35.1667,-115.75,44,0.12,2.88,,,8.11,,39.8,3,0.15,0.02,,0.15,
PERIDOTITE,35.1667,-115.75,45.2,0.14,3.97,,,7.56,,38.1,3.01,0.41,0.03,0.09,0.14,
PERIDOTITE,45.3561,-111.183,37.5,0.02,0.32,,,1.9,,36.6,0.06,,,,0.05,
PERIDOTITE,36.455,-118.935,44.6,0.42,6.51,,,,,25,8.05,0.78,0.14,0.06,0.2,
PERIDOTITE,46.3675,-90.4094,41.9,3.47,6.58,,,13.2,,15.6,8.55,0.33,1.14,0.33,0.2,
DUNITE,44.75,-72.5333,39.1,,0.76,,,,,43.9,0.03,,,,0.17,
DUNITE,52.5,135,39.7,0.02,0.11,,,,,47.8,0.51,,,0.06,0.2,
DUNITE,58.5,125.5,39.1,0.03,,,,,,47.9,0.54,,0.02,0.06,0.17,
DUNITE,52,136,39.3,0.03,0.11,,,,,48,0.35,,0.02,0.07,0.17,
WEHRLITE,65.9125,-148.007,43.4,0.67,4.27,,,13.1,,24.8,6.85,0.73,0.17,0.07,0.26,
PERIDOTITE,65.6528,-150.147,43.6,0.63,5.23,,,7.6,,22.8,8.75,0.51,0.16,0.07,0.21,
DUNITE,68.2586,-161.05,39.1,,0.6,,,,,45.7,0.5,,,,0.12,
WEHRLITE,68.26,-161.052,48.1,0.23,3.9,,,,,23.8,15.1,0.13,,,0.13,
WEHRLITE,68.2603,-161.053,39.4,0.06,2.2,,,,,38,4.5,,,,0.18,
DUNITE,68.2756,-161.068,25.2,0.12,6.8,,,,,29.3,0.1,,,,0.1,
DUNITE,68.3183,-160.759,33.8,,0.2,,,,,41.6,0.2,0.06,,,0.09,
DUNITE,68.3183,-160.759,32.9,0.05,2.9,,,,,35.8,0.04,,,,0.09,
DUNITE,68.3194,-160.76,31,0.06,2.5,,,,,39.8,0.16,,,,0.08,
DUNITE,68.3217,-160.754,31.5,0.08,4.2,,,,,37.1,0.12,,,,0.13,
DUNITE,68.3222,-160.753,36.9,,0.25,,,,,44.7,0.21,,,,0.1,
DUNITE,68.3233,-160.749,37.8,,1.9,,,,,47.1,0.27,,,,0.08,
DUNITE,68.3261,-160.738,34.2,,0.77,,,,,41.9,0.09,,,,0.08,
WEHRLITE,68.3278,-160.724,47.3,0.57,6.6,,,,,17.8,17.2,0.36,,,0.18,
WEHRLITE,68.3039,-161.835,45.3,0.5,9.6,,,,,21,9.4,1,0.12,0.11,0.17,
WEHRLITE,68.2967,-161.866,43.6,,0.82,,,,,45.5,0.69,,,,0.12,
DUNITE,68.1861,-162.008,31.8,0.06,2.1,,,,,40,,,,,0.09,
WEHRLITE,68.2556,-161.7,41.4,0.07,1.6,,,,,34.1,6.9,0.08,,,0.15,
DUNITE,68.2456,-161.733,35.5,,0.97,,,,,44,0.34,,,,0.13,
WEHRLITE,68.2439,-161.743,40,0.07,2.1,,,,,33.5,7,0.06,,,0.16,
DUNITE,68.2439,-161.743,35.7,,1.2,,,,,43.2,0.28,,,,0.17,
DUNITE,68.2461,-161.752,9.8,0.21,9.9,,,,,19.2,0.63,,,,0.11,
WEHRLITE,68.2483,-161.867,42,0.13,3.3,,,,,34,8.4,0.07,,,0.13,
DUNITE,68.2394,-161.863,35.7,,1.5,,,,,42.6,0.45,,,,0.14,
DUNITE,68.2378,-161.864,33.4,0.1,3.4,,,,,38.1,0.63,,,,0.13,
DUNITE,68.2389,-161.881,14.5,0.19,7.2,,,,,24.3,0.07,,,,0.09,
DUNITE,68.2394,-161.886,37,,0.73,,,,,47.2,0.15,,,,0.11,
DUNITE,68.2394,-161.886,35.2,0.05,1.6,,,,,42.4,0.04,,,,0.13,
DUNITE,68.2333,-161.901,37.6,,0.81,,,,,45,0.14,,,,0.16,
DUNITE,68.2561,-161.912,33,,1.5,,,,,38,1.2,,,,0.12,
WEHRLITE,68.2589,-161.905,37,0.11,1.9,,,,,34.9,4.8,0.09,,,0.13,
DUNITE,68.2639,-161.054,48.8,0.1,2.34,,,,,21.5,17.7,0.21,,,0.11,
DUNITE,68.2639,-161.054,38.1,,0.38,,,,,45.4,0.5,0.25,,,0.15,
DUNITE,68.2639,-161.054,38.1,,0.34,,,,,45.1,0.43,0.25,,,0.15,
