Rock Type,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,CaO
"PYROXENITE",48.59,1.47,8.69,,,0.22,19.18
"PYROXENITE",48.59,1.47,8.69,,,0.22,19.18
"PYROXENITE",48.56,1.52,8.79,,,0.1,19.38
"PYROXENITE",48.48,1.5,9.07,,,0.15,19.28
"PERIDOTITE",38.04,0.03,,,,0.32,0.19
"PERIDOTITE",38.63,0.01,,,,0.36,0.22
"PERIDOTITE",38.58,0.01,,,,0.37,0.18
"PERIDOTITE",37.99,0.01,,,,0.38,0.19
"PERIDOTITE",54.54,0.12,2.02,,,0.26,0.68
"PERIDOTITE",54.54,0.12,2.05,,,0.26,0.7
"PERIDOTITE",53.09,0.13,2.05,,,0.3,1.08
"PERIDOTITE",56.11,0.12,2.07,,,0.3,0.69
"PERIDOTITE",54.36,0.14,2.09,,,0.25,0.69
"PERIDOTITE",54.15,0.13,2.1,,,0.35,0.83
"PERIDOTITE",54.38,0.12,2.22,,,0.28,0.68
"PERIDOTITE",54.02,0.15,2.32,,,0.27,1.26
"PERIDOTITE",52.39,0.35,2.97,,,0.15,22.67
"PERIDOTITE",51.89,0.45,3.37,,,0.18,22.65
"PERIDOTITE",51.85,0.45,3.41,,,0.15,22.7
"PERIDOTITE",52.3,0.45,3.53,,,0.15,22.68
"PERIDOTITE",51.94,0.48,3.62,,,0.15,22.69
"PERIDOTITE",40.82,,,,,0.08,0.07
"PERIDOTITE",40.91,,,,,0.12,0.06
"PERIDOTITE",40.79,0.01,,,,0.13,0.06
"PERIDOTITE",40.98,,,,,0.16,0.07
"PERIDOTITE",55.53,0.02,3.25,,,0.12,0.75
"PERIDOTITE",55.8,0.02,3.51,,,0.15,0.74
"PERIDOTITE",55.87,0.02,3.52,,,0.18,0.74
"PERIDOTITE",55.93,0.03,3.55,,,0.13,0.79
"PERIDOTITE",55.87,0.01,3.62,,,0.14,0.74
"PERIDOTITE",55.84,0.01,3.77,,,0.13,0.81
"PERIDOTITE",0.03,0.04,39.42,,,0.13,
"PERIDOTITE",0.04,0.05,40.06,,,0.13,
"PERIDOTITE",0.04,0.03,43.26,,,0.11,
"PERIDOTITE",0.95,0.04,43.72,,,0.09,
"PERIDOTITE",0.03,0.05,47.01,,,0.15,
"PERIDOTITE",0.05,0.02,48.39,,,0.11,
"PERIDOTITE",52.36,0.17,2.48,,,0.27,0.98
"PERIDOTITE",52.5,0.39,2.56,,,0.14,22.52
"PERIDOTITE",54.33,0.14,2.58,,,0.27,0.66
"PERIDOTITE",54.06,0.07,2.58,,,0.29,0.72
"PERIDOTITE",52.13,0.45,2.59,,,0.13,22.33
"PERIDOTITE",51.96,0.44,3.15,,,,22.36
"PERIDOTITE",50.54,0.5,3.69,,,0.1,20.36
"PERIDOTITE",51.27,0.52,3.73,,,0.17,20.75
"PYROXENITE",39.39,0.01,,,,0.38,0.16
"PYROXENITE",39.43,0.02,0.01,,,0.22,0.14
"PYROXENITE",39.29,0.02,0.01,,,0.31,0.14
"PYROXENITE",39.55,0.02,0.03,,,0.19,0.15
"PYROXENITE",0.14,0.81,59.55,,,0.32,
"PYROXENITE",0.15,0.79,59.74,,,0.12,
"PYROXENITE",0.11,0.85,60.28,,,0.15,
"PYROXENITE",0.13,0.67,60.92,,,0.17,
"PYROXENITE",49.39,1.51,8.55,,,0.13,17.71
"PYROXENITE",49.11,1.57,8.81,,,0.28,18.15
"PYROXENITE",49.3,1.55,8.92,,,0.14,18.09
"PYROXENITE",48.89,1.53,8.95,,,0.18,18.01
"PYROXENITE",49.07,1.54,8.97,,,0.1,17.92
"PYROXENITE",49.03,1.52,9.05,,,0.15,17.94
"PYROXENITE",49.21,1.58,9.1,,,0.17,17.91
"PYROXENITE",49.14,1.57,9.13,,,0.17,17.9
"PYROXENITE",41.5,,,,,0.03,0.07
"PYROXENITE",41.1,,,,,0.09,0.08
"PYROXENITE",41.19,,,,,0.1,0.06
"PYROXENITE",41.25,0.01,,,,0.13,0.06
"PYROXENITE",56.22,0.15,4.47,,,0.13,0.73
"PYROXENITE",56.19,0.14,4.51,,,0.14,0.77
"PYROXENITE",,,4.58,,,,
"PYROXENITE",55.76,0.15,4.58,,,0.16,0.78
"PYROXENITE",55.91,0.15,4.59,,,0.16,0.75
"PYROXENITE",55.89,0.15,4.65,,,0.16,0.78
"PYROXENITE",56.13,0.16,4.68,,,0.15,0.75
"PYROXENITE",0.05,0.12,58.73,,,0.1,
"PYROXENITE",0.07,0.12,58.78,,,0.01,
"PYROXENITE",0.04,0.11,59.29,,,0.09,
"PYROXENITE",0.06,0.12,59.38,,,0.13,
"PYROXENITE",0.04,0.1,59.58,,,0.07,
"PYROXENITE",0.05,0.16,59.89,,,0.08,
"PYROXENITE",52.99,0.63,7.21,,,0.1,20.88
"PYROXENITE",52.52,0.63,7.6,,,0.1,20.68
"PYROXENITE",40.99,,,,,0.07,0.07
"PYROXENITE",41.09,0.01,,,,0.11,0.08
"PYROXENITE",40.94,0.01,,,,0.16,0.07
"PYROXENITE",40.69,,,,,0.2,0.07
"PYROXENITE",55.3,0.15,4.96,,,0.13,0.8
"PYROXENITE",55.13,0.15,5.03,,,0.19,0.8
"PYROXENITE",,,5.05,,,,
"PYROXENITE",55.05,0.15,5.08,,,0.15,0.79
"PYROXENITE",54.89,0.16,5.12,,,0.15,0.79
"PYROXENITE",0.08,0.08,59.34,,,0.13,
"PYROXENITE",0.1,0.12,61.73,,,0.07,
"PYROXENITE",0.06,0.1,61.83,,,0.03,
"PYROXENITE",0.06,0.1,62.67,,,0.1,
"PYROXENITE",52.11,0.66,7.52,,,0.05,19.84
"PYROXENITE",51.54,0.71,7.76,,,0.14,19.71
"PYROXENITE",52.12,0.71,7.79,,,0.09,19.67
"PYROXENITE",51.89,0.68,7.87,,,0.13,19.43
"PYROXENITE",51.73,0.66,8.01,,,0.11,19.55
"PYROXENITE",0.04,53.13,0.06,,,0.41,
"PYROXENITE",0.01,54.48,0.07,,,0.51,
"PYROXENITE",0.02,53.34,0.1,,,0.26,
"PYROXENITE",0.09,25.91,2.08,,,0.46,
"PYROXENITE",0.06,25.58,2.15,,,0.44,
"PYROXENITE",0.15,26.31,2.27,,,0.47,
"PYROXENITE",0.03,26.92,2.61,,,0.63,
"PYROXENITE",0.07,24.42,3.4,,,0.54,
"PYROXENITE",51.38,0.23,4.02,,,0.49,0.91
"PYROXENITE",51.14,0.17,4.08,,,0.53,0.93
"PYROXENITE",51.35,0.21,4.2,,,0.53,0.89
"PYROXENITE",51,0.19,4.24,,,0.52,0.89
"PYROXENITE",51.53,0.19,4.29,,,0.48,0.89
"PYROXENITE",48.89,0.92,6.03,,,0.32,19.87
"PYROXENITE",49.19,0.89,6.1,,,0.26,19.97
"PYROXENITE",49.25,0.9,6.24,,,0.32,19.91
"PYROXENITE",49.36,0.88,6.29,,,0.24,19.8
"PYROXENITE",48.96,0.97,6.44,,,0.28,19.62
"PYROXENITE",49.18,0.93,6.44,,,0.33,19.65
"PERIDOTITE",52.88,0.16,2.77,,,0.33,1.11
"PERIDOTITE",52.17,0.17,4.02,,,0.37,0.89
"PERIDOTITE",50.93,0.59,4.47,,,0.23,20.66
"PERIDOTITE",51.8,0.2,4.78,,,0.32,1.42
"PERIDOTITE",50.57,0.66,5.09,,,0.2,20.6
"PERIDOTITE",49.26,0.78,5.89,,,0.19,20.53
"PERIDOTITE",49.06,0.88,6.01,,,0.2,21.31
"PERIDOTITE",51.48,0.28,6.14,,,0.25,1.46
"PERIDOTITE",49.31,0.9,6.33,,,0.19,21.59
"PERIDOTITE",48.59,1.09,6.72,,,0.16,20.91
"PERIDOTITE",49.04,0.96,6.93,,,0.11,21.29
"PERIDOTITE",53.18,0.11,1.6,,,0.36,0.67
"PERIDOTITE",53.7,0.11,1.8,,,0.35,0.79
"PERIDOTITE",53.08,0.13,1.87,,,0.37,0.91
"PERIDOTITE",51.38,0.38,3.1,,,0.18,21.84
"PERIDOTITE",51.54,0.43,3.28,,,0.19,21.69
"PERIDOTITE",51.01,0.61,3.84,,,0.17,21.93
"PERIDOTITE",53.88,0.12,1.8,,,0.31,0.65
"PERIDOTITE",51.85,0.42,2.99,,,0.14,22.06
"PERIDOTITE",51.5,0.53,3.12,,,0.14,21.91
"PERIDOTITE",53.1,0.18,3.15,,,0.25,0.67
"PERIDOTITE",51.3,0.53,3.87,,,0.17,21.79
"PERIDOTITE",51.11,0.54,3.91,,,0.18,21.47
"PERIDOTITE",49.82,0.75,4.47,,,0.13,21.79
"PERIDOTITE",41.68,,,,,,0.02
"PERIDOTITE",42.08,0.01,,,,0.14,0.01
"PERIDOTITE",42.17,,,,,0.14,0.04
"PERIDOTITE",41.45,,,,,0.16,0.04
"PERIDOTITE",41.45,,,,,0.17,0.03
"PERIDOTITE",41.82,,0.03,,,0.13,0.02
"PERIDOTITE",58.17,0.02,1.48,,,0.09,0.38
"PERIDOTITE",58.42,0.03,1.55,,,0.16,0.54
"PERIDOTITE",58.61,0.04,1.59,,,0.1,0.3
"PERIDOTITE",58.06,0.01,1.68,,,0.16,0.51
"PERIDOTITE",58.03,0.06,1.97,,,0.11,0.42
"PERIDOTITE",0.07,0.08,16.13,,,0.1,
"PERIDOTITE",0.03,0.08,17.15,,,0.15,
"PERIDOTITE",0.03,0.08,19.38,,,0.21,
"PERIDOTITE",57.53,0.02,2.42,,,0.15,0.39
"PERIDOTITE",57.02,,2,,,0.12,1.08
"PERIDOTITE",57.13,,2.07,,,0.11,1.1
"PERIDOTITE",56.72,,2.25,,,0.11,1.04
"PERIDOTITE",57.19,,2.25,,,0.13,1.11
"PERIDOTITE",56.98,,2.35,,,0.09,1.1
"PERIDOTITE",0.13,,22.22,,,0.28,
"PERIDOTITE",0.08,0.03,22.27,,,0.26,
"PERIDOTITE",0.09,0.01,23.123,,,,
"PERIDOTITE",0.08,,23.13,,,0.3,
"PERIDOTITE",0.13,0.19,24.08,,,0.21,
"PERIDOTITE",0.11,,24.42,,,0.18,
"PYROXENITE",41.22,,,,,0.16,0.03
"PYROXENITE",41.49,0.01,,,,0.18,0.03
"PYROXENITE",40.9,0.01,,,,0.18,0.05
"PYROXENITE",41.2,,0.01,,,0.27,0.02
"PYROXENITE",41.2,,0.02,,,0.22,0.07
"PYROXENITE",58.43,,0.42,,,0.08,0.41
"PYROXENITE",58.29,0.01,0.65,,,0.12,0.56
"PYROXENITE",58.49,0.03,0.67,,,0.13,0.51
"PYROXENITE",58.13,0.02,0.69,,,0.13,0.5
"PYROXENITE",,,0.7,,,,
"PYROXENITE",58.16,0.03,0.71,,,0.15,0.55
"PYROXENITE",57.56,0.03,0.77,,,0.14,0.53
"PYROXENITE",58.29,0.01,0.82,,,0.15,0.5
"PYROXENITE",57.42,0.02,0.83,,,0.16,0.56
"PYROXENITE",0.09,1.33,19.25,,,0.18,
"PYROXENITE",0.17,0.36,26.33,,,0.19,
"PYROXENITE",52.92,0.32,3.26,,,0.06,22.87
"PYROXENITE",52.59,0.3,3.64,,,0.08,22.59
"PYROXENITE",40.68,,,,,0.09,0.04
"PYROXENITE",40.65,,,,,0.12,0.03
"PYROXENITE",40.95,,,,,0.12,0.04
"PYROXENITE",40.92,,,,,0.13,0.04
"PYROXENITE",40.66,,,,,0.16,0.03
"PYROXENITE",41.02,,,,,0.16,0.1
"PYROXENITE",40.65,,0.02,,,0.21,0.04
"PYROXENITE",40.65,,0.02,,,0.21,0.04
"PYROXENITE",56.84,0.01,2.39,,,0.17,0.62
"PYROXENITE",56.61,,2.41,,,0.13,0.5
"PYROXENITE",56.61,,2.41,,,0.13,0.5
"PYROXENITE",56.42,,2.45,,,0.14,0.64
"PYROXENITE",,,2.48,,,,
"PYROXENITE",53.45,0.03,2.57,,,0.07,22.62
"PYROXENITE",53.45,0.03,2.57,,,0.07,22.62
"PYROXENITE",56.53,0.01,2.68,,,0.13,0.64
"PYROXENITE",53.46,0.01,2.83,,,0.09,22.59
"PYROXENITE",0.07,0.02,35.94,,,0.1,
"PYROXENITE",0.07,0.02,35.94,,,0.1,
"PYROXENITE",0.04,0.03,37.28,,,0.1,
"PYROXENITE",0.06,0.02,38.5,,,0.11,
"PYROXENITE",41.51,0.02,,,,0.08,0.03
"PYROXENITE",40.83,,,,,0.09,0.04
"PYROXENITE",41.33,,,,,0.11,0.09
"PYROXENITE",41.14,,,,,0.18,0.02
"PYROXENITE",41.05,,,,,0.2,0.03
"PYROXENITE",40.38,,0.01,,,0.13,0.02
"PYROXENITE",56.49,,2.56,,,0.16,0.6
"PYROXENITE",56.41,,2.87,,,0.16,0.59
"PYROXENITE",,,2.9,,,,
"PYROXENITE",56.52,0.02,3,,,0.17,0.33
"PYROXENITE",56.54,0.01,3.17,,,0.11,0.52
"PYROXENITE",54.26,0.03,3.25,,,0.09,22.41
"PYROXENITE",53.78,0.04,3.66,,,0.02,22.5
"PYROXENITE",0.04,,51.51,,,0.1,
"PYROXENITE",0.04,0.03,51.94,,,0.17,
"PYROXENITE",0.04,0.02,52.33,,,0.08,
"PYROXENITE",0.05,,52.93,,,0.12,
"PYROXENITE",0.03,0.02,53.61,,,0.11,
"PYROXENITE",0.04,,53.69,,,0.05,
"PYROXENITE",0.03,0.01,54.38,,,0.06,
"PYROXENITE",41.24,,,,,0.02,0.05
"PYROXENITE",40.91,,,,,0.07,0.04
"PYROXENITE",41.14,,,,,0.08,0.04
"PYROXENITE",41.2,,,,,0.1,0.03
"PYROXENITE",40.83,,,,,0.11,0.03
"PYROXENITE",41.39,,,,,0.12,0.05
"PYROXENITE",41.08,0.01,,,,0.16,0.04
"PYROXENITE",40.79,,0.01,,,0.14,0.02
"PYROXENITE",56.8,0.01,2.35,,,0.14,0.55
"PYROXENITE",56.8,,2.38,,,0.15,0.61
"PYROXENITE",56.96,0.01,2.45,,,0.09,0.58
"PYROXENITE",,,2.46,,,,
"PYROXENITE",54.26,0.03,2.58,,,0.08,22.71
"PYROXENITE",53.95,0.03,2.63,,,0.08,22.83
"PYROXENITE",56.44,,2.64,,,0.13,0.56
"PYROXENITE",54.16,0.03,2.73,,,0.1,22.77
"PYROXENITE",53.6,0.02,2.96,,,0.07,22.73
"PYROXENITE",53.1,0.03,3,,,0.12,21.38
"PYROXENITE",0.08,0.04,32.73,,,0.16,
"PYROXENITE",0.06,0.14,33.24,,,0.33,
"PYROXENITE",0.04,0.05,33.56,,,0.18,
"PYROXENITE",0.03,0.05,35.13,,,0.14,
"PYROXENITE",53.3,0.99,4.06,,,0.08,22.31
"PERIDOTITE",41.6,,,,7.83,0.1,0.15
"PERIDOTITE",53.2,0.96,21.6,,4.44,0.09,10.8
"PERIDOTITE",53.2,0.28,3.35,,2.86,0.09,23.4
"PERIDOTITE",0.15,0.26,45.4,,12.7,0.03,0.17
"PERIDOTITE",49.2,0.69,7.7,,3.17,0.06,20.7
"PERIDOTITE",,,,,0.13,0.1,51.8
"PERIDOTITE",41.5,,,,7.24,0.12,0.24
"PERIDOTITE",51.7,1.41,22.4,,3.69,0.08,9.84
"PERIDOTITE",52,0.25,4.48,,2.92,,21.8
"PERIDOTITE",0.06,0.29,50,,10.4,0.03,0.13
"PERIDOTITE",48.2,1.21,8.65,,3.03,0.08,21.3
"PYROXENITE",,,,,0.24,0.92,51
"PYROXENITE",41.3,,,,9.53,0.15,0.29
"PYROXENITE",51.7,0.14,2.95,,4.2,0.08,23.2
"PYROXENITE",50.3,0.87,25,,6.79,0.12,6.12
"PYROXENITE",0.12,0.25,58.1,,13.1,0.06,0.27
"PYROXENITE",47.6,1.23,8.74,,3.95,0.02,23
"PERIDOTITE",41.7,,,,5.56,0.1,0.27
"PERIDOTITE",43.9,0.65,13.6,,3.94,0.08,11.4
"PERIDOTITE",50.9,0.89,25.2,,3.45,0.08,6.7
"PERIDOTITE",52.9,0.18,3.67,,3.15,0.12,21.9
"PERIDOTITE",0.07,0.27,47.8,,11.8,,0.12
"PERIDOTITE",49.1,0.47,6.73,,2.66,0.08,22.7
"PERIDOTITE",,,,,0.1,0.34,52.4
"PERIDOTITE",41.6,,,,7.83,0.1,0.15
"PERIDOTITE",43.1,1.73,14,,5.65,0.06,11.7
"PERIDOTITE",51.2,2.1,19.5,,4.8,0.08,8.81
"PERIDOTITE",51.8,0.44,3.98,,3.78,0.1,22.5
"PERIDOTITE",0.12,0.61,45.8,,15.2,,0.07
"PERIDOTITE",47.2,2.08,8.87,,3.66,0.07,22
"PERIDOTITE",,,,,0.11,,52.2
"PERIDOTITE",41.1,,,,9.59,0.17,0.13
"PERIDOTITE",55.6,1.78,19.7,,3.37,0.09,6.72
"PERIDOTITE",52.3,0.71,4.87,,4.08,0.06,19.8
"PERIDOTITE",0.05,0.62,44.2,,14.1,0.02,0.08
"PERIDOTITE",51.4,0.91,5.9,,3.17,0.09,20.2
"PERIDOTITE",41.06,,,,10.4,0.14,0.06
"PERIDOTITE",,,58.94,,,0.07,
"PERIDOTITE",40.94,,,,10.32,0.13,0.07
"PERIDOTITE",,0.11,53.13,,,0.11,
"PERIDOTITE",42.05,,,,9.73,0.12,0.05
"PERIDOTITE",,0.11,56.45,,,0.15,
"PERIDOTITE",41.77,,,,9.22,0.11,0.05
"PERIDOTITE",,0.08,52.54,,,0.17,
"PERIDOTITE",41.65,,,,,0.12,
"PERIDOTITE",41.65,,,,,0.12,
"PERIDOTITE",52.5,0.12,2.49,,,0.07,22.28
"PERIDOTITE",52.5,0.12,2.49,,,0.07,22.28
"PERIDOTITE",56.55,0.09,2.64,,,0.1,0.67
"PERIDOTITE",56.55,0.09,2.64,,,0.1,0.67
"PERIDOTITE",,0.1,44.18,,,0.2,
"PERIDOTITE",,0.1,44.18,,,0.2,
"PERIDOTITE",41.41,,,,,0.13,
"PERIDOTITE",41.41,,,,,0.13,
"PERIDOTITE",55.61,0.06,3.14,,,0.15,0.66
"PERIDOTITE",55.61,0.06,3.14,,,0.15,0.66
"PERIDOTITE",52.65,0.25,4.44,,,0.1,21.36
"PERIDOTITE",52.65,0.25,4.44,,,0.1,21.36
"PERIDOTITE",,0.05,55.8,,,0.17,
"PERIDOTITE",,0.05,55.8,,,0.17,
"PERIDOTITE",42.19,,,,,0.1,
"PERIDOTITE",42.19,,,,,0.1,
"PERIDOTITE",55.75,0.03,2.53,,,0.1,0.83
"PERIDOTITE",55.75,0.03,2.53,,,0.1,0.83
"PERIDOTITE",51.76,0.06,3.78,,,0.08,21.43
"PERIDOTITE",51.76,0.06,3.78,,,0.08,21.43
"PERIDOTITE",,0.07,39.19,,,0.24,
"PERIDOTITE",,0.07,39.19,,,0.24,
"PERIDOTITE",41.18,,,,,0.13,
"PERIDOTITE",41.18,,,,,0.13,
"PERIDOTITE",53.24,0.11,6.47,,,0.14,
"PERIDOTITE",53.24,0.11,6.47,,,0.14,
"PERIDOTITE",,0.06,60.84,,,0.11,
"PERIDOTITE",,0.06,60.84,,,0.11,
"PERIDOTITE",50.19,0.4,7.12,,,0.11,20.47
"PERIDOTITE",50.19,0.4,7.12,,,0.11,20.47
"PERIDOTITE",41.05,,,,,0.17,
"PERIDOTITE",41.05,,,,,0.17,
"PERIDOTITE",54.14,0.08,6.98,,,0.14,
"PERIDOTITE",54.14,0.08,6.98,,,0.14,
"PERIDOTITE",,0.03,63.12,,,0.12,
"PERIDOTITE",,0.03,63.12,,,0.12,
"PERIDOTITE",51.4,0.35,7.87,,,0.11,21.3
"PERIDOTITE",51.4,0.35,7.87,,,0.11,21.3
"PERIDOTITE",42.07,,,,,0.13,
"PERIDOTITE",42.07,,,,,0.13,
"PERIDOTITE",54.89,0.07,4.21,,,0.14,
"PERIDOTITE",54.89,0.07,4.21,,,0.14,
"PERIDOTITE",53.18,0.32,4.24,,,0.08,21.3
"PERIDOTITE",53.18,0.32,4.24,,,0.08,21.3
"PERIDOTITE",,0.09,54.04,,,0.18,
"PERIDOTITE",,0.09,54.04,,,0.18,
"PERIDOTITE",41.84,,,,,0.12,
"PERIDOTITE",41.84,,,,,0.12,
"PERIDOTITE",,0.09,56.98,,,0.14,
"PERIDOTITE",,0.09,56.98,,,0.14,
"PERIDOTITE",53.45,0.11,6.13,,,0.14,1.05
"PERIDOTITE",53.45,0.11,6.13,,,0.14,1.05
"PERIDOTITE",52.1,0.43,6.42,,,0.08,20.11
"PERIDOTITE",52.1,0.43,6.42,,,0.08,20.11
"PERIDOTITE",,0.18,54.25,,14.05,,
"PERIDOTITE",53.8,0.14,5.15,,6.76,0.16,1.05
"PERIDOTITE",50.9,0.81,7.95,,3.91,,19.18
"PERIDOTITE",,0.1,57.63,,10.93,,
"PERIDOTITE",51.64,0.56,7.7,,3.56,0.11,18.77
"PERIDOTITE",41.15,,,,10.1,,0.06
"PERIDOTITE",55.23,0.1,5.44,,7.05,,0.8
"PERIDOTITE",,0.19,51.21,,16.13,,
"PERIDOTITE",51.15,0.39,6.43,,4.13,0.09,19.97
"PERIDOTITE",41.26,,,,9.8,,0.06
"PERIDOTITE",55.15,0.1,5,,6.92,,0.76
"PERIDOTITE",40.27,,,,,0.14,
"PERIDOTITE",0.41,56.33,0.1,,,0.38,
"PERIDOTITE",43.69,0.18,14.4,,,0.07,11.58
"PERIDOTITE",56.66,,3.74,,,0.14,0.33
"PERIDOTITE",53.63,,5.16,,,,22.54
"PERIDOTITE",0.21,,56.96,,,,
"PERIDOTITE",40.71,,,,,0.12,
"PERIDOTITE",57.66,,2.96,,,,0.25
"PERIDOTITE",53.45,,3.88,,,,22.25
"PERIDOTITE",0.32,,44.01,,,0.1,
"PERIDOTITE",40.88,,,,,0.13,
"PERIDOTITE",44.57,0.28,12.83,,,0.06,11.98
"PERIDOTITE",56.35,0.06,2.41,,,0.15,0.24
"PERIDOTITE",52.3,0.36,2.69,,,0.05,22.54
"PERIDOTITE",40.89,,,,,0.08,
"PERIDOTITE",40.73,,,,,0.28,
"PERIDOTITE",0.55,,0.11,,,,54.06
"PERIDOTITE",44.14,0.15,13.42,,,,11.65
"PERIDOTITE",37.51,0.96,18,,,,0.21
"PERIDOTITE",55.8,,2.96,,,0.13,0.27
"PERIDOTITE",53.51,0.12,4.37,,,,22.4
"PERIDOTITE",0.19,0.02,57.36,,,,
"PERIDOTITE",40.81,,,,,,0.35
"PERIDOTITE",40.7,,,,,0.15,
"PERIDOTITE",56.26,0.16,1.78,,,0.03,0.54
"PERIDOTITE",43.96,1.24,11.87,,,,11.2
"PERIDOTITE",38.45,0.98,16.46,,,,
"PERIDOTITE",0.41,0.91,22.87,,,,
"PERIDOTITE",52.45,0.31,3.31,,,0.11,21.7
"PERIDOTITE",40.96,,,,,,0.31
"PERIDOTITE",0.51,,,,,,51.84
"PERIDOTITE",39.04,,,,,0.22,
"PERIDOTITE",0.42,57.8,0.29,,,,38.85
"PERIDOTITE",53.84,0.38,1.16,,,0.1,21.93
"PERIDOTITE",53.57,0.26,1.29,,,0.15,21.73
"PERIDOTITE",54.06,0.39,1.52,,,0.04,21.97
"PERIDOTITE",39.16,2.31,15.85,,,,0.2
"PERIDOTITE",0.39,5.3,2.23,,,0.35,0.73
"PERIDOTITE",46.4,1.15,8.93,,,,10.95
"PERIDOTITE",45.58,1.15,9.08,,,,10.68
"PERIDOTITE",45.77,0.91,9.46,,,,10.99
"PERIDOTITE",41.03,,,,,0.11,
"PERIDOTITE",44.4,0.3,14.61,,,,11.53
"PERIDOTITE",55.46,,3.4,,,0.11,0.33
"PERIDOTITE",53.4,0.11,4.25,,,,22.26
"PERIDOTITE",0.18,,57.15,,,,
"PERIDOTITE",0.2,,,,,,52.28
"PERIDOTITE",41.03,,,,,0.05,
"PERIDOTITE",43.95,0.6,14.04,,,0.06,11.12
"PERIDOTITE",55.74,,3.06,,,0.15,0.51
"PERIDOTITE",52.96,0.16,4.71,,,0.1,21.4
"PERIDOTITE",0.33,0.15,44.98,,,0.14,
"PERIDOTITE",41.28,,,,,,
"PERIDOTITE",57.46,,1.53,,,,0.34
"PERIDOTITE",0.23,,39.5,,,,
"PERIDOTITE",52.85,,4.43,,,,21.48
"PERIDOTITE",40.98,,,,,,
"PERIDOTITE",42.68,0.28,15.03,,,,11.5
"PERIDOTITE",55.83,,2.82,,,0.16,0.35
"PERIDOTITE",52.66,0.15,4.77,,,0.13,21.52
"PERIDOTITE",0.15,,54.84,,,0.07,
"PERIDOTITE",56.66,,1.71,,,0.17,0.52
"PERIDOTITE",46,0.09,11.02,,,0.08,10.78
"PERIDOTITE",37.01,0.93,19.25,,,,0.25
"PERIDOTITE",53.5,0.11,2.09,,,0.06,22.18
"PERIDOTITE",40.75,,,,,0.12,
"PERIDOTITE",40.37,,,,,0.23,0.05
"PERIDOTITE",56.47,0.12,0.51,,,0.19,0.33
"PERIDOTITE",54.03,0.39,1.54,,,,20.81
"PERIDOTITE",0.34,2.7,8.1,,,0.12,
"PERIDOTITE",46.63,1.42,9.13,,,,9.33
"PERIDOTITE",40.5,,,,,0.12,
"PERIDOTITE",38.55,0.16,16.64,,,,0.38
"PERIDOTITE",57.63,,2.25,,,0.09,0.33
"PERIDOTITE",53.96,0.28,2.91,,,,22.8
"PERIDOTITE",40.48,,,,,0.14,
"PERIDOTITE",57.4,,2.64,,,,0.45
"PERIDOTITE",53.98,,4.58,,,,22.1
"PERIDOTITE",0.29,,56.07,,,,
"PERIDOTITE",39.48,,,,,0.22,
"PERIDOTITE",52.98,0.74,3.21,,,,21.73
"PERIDOTITE",39.75,,,,,0.2,
"PERIDOTITE",0.22,50.17,0.2,,,0.12,
"PERIDOTITE",0.21,49.57,0.61,,,,
"PERIDOTITE",57.58,0.19,0.83,,,0.17,0.52
"PERIDOTITE",0.37,21.93,1.78,,,0.19,
"PERIDOTITE",44.16,2.45,10.86,,,,10.8
"PERIDOTITE",37.28,3.94,14.97,,,,
"PERIDOTITE",53.08,0.57,2.33,,,0.14,21.06
"PERIDOTITE",0.33,6.67,9.33,,,0.31,
"PERIDOTITE",41.19,,,,,0.16,0.05
"PERIDOTITE",40.95,,,,,0.16,0.06
"PERIDOTITE",40.93,,0.01,,,0.16,0.12
"PERIDOTITE",41.2,0.03,0.04,,,0.19,0.09
"PERIDOTITE",55.44,0.13,3.46,,,0.15,0.85
"PERIDOTITE",56.19,0.09,3.53,,,0.1,0.63
"PERIDOTITE",56.06,0.12,3.66,,,0.14,0.71
"PERIDOTITE",52.11,0.46,5.6,,,0.11,20.72
"PERIDOTITE",52.03,0.52,5.75,,,0.03,20.98
"PERIDOTITE",51.91,0.48,5.82,,,0.08,21.14
"PERIDOTITE",51.74,0.68,5.94,,,0.11,21.14
"PERIDOTITE",51.83,0.48,5.95,,,0.08,21.05
"PERIDOTITE",0.04,0.36,50.64,,,0.13,
"PERIDOTITE",0.05,0.24,51.44,,,0.13,
"PERIDOTITE",0.04,0.28,51.61,,,0.12,0.05
"PERIDOTITE",0.05,0.17,51.9,,,0.11,
"PERIDOTITE",52.26,0.51,6.01,,,0.08,20.86
"PERIDOTITE",51.68,0.68,6.04,,,0.14,21.49
"PERIDOTITE",41.59,,,,,0.1,0.05
"PERIDOTITE",41.07,,,,,0.13,0.1
"PERIDOTITE",41.03,0.01,,,,0.14,0.05
"PERIDOTITE",41.23,,,,,0.2,0.03
"PERIDOTITE",55.89,0.04,3.13,,,0.16,0.73
"PERIDOTITE",56.43,0.06,3.15,,,0.14,0.83
"PERIDOTITE",56.45,0.05,3.3,,,0.12,0.76
"PERIDOTITE",55.92,0.1,3.54,,,0.12,0.9
"PERIDOTITE",53.04,0.2,4.25,,,0.04,21.66
"PERIDOTITE",52.76,0.18,4.36,,,0.12,21.71
"PERIDOTITE",52.78,0.24,4.48,,,0.08,21.38
"PERIDOTITE",52.8,0.21,4.48,,,0.11,21.88
"PERIDOTITE",52.62,0.22,4.52,,,0.08,21.26
